,Service,Relational Database Service($),Tax($),Savings Plans for  Compute usage($),EC2-Other($),Support (Business)($),VPC($),OpenSearch Service($),CloudWatch($),EC2-Instances($),ElastiCache($),S3($),DocumentDB (with MongoDB compatibility)($),Managed Streaming for Apache Kafka($),Hardened Red Hat Enterprise 7 (RHEL 7)($),Glacier($),SES($),EC2 Container Registry (ECR)($),Elastic Container Service for Kubernetes($),Elastic Load Balancing($),CloudTrail($),Key Management Service($),CloudFront($),SageMaker($),Rekognition($),DynamoDB($),Cost Explorer($),Lambda($),Secrets Manager($),SQS($),SNS($),Route 53($),Service Catalog($),Glue($),Athena($),Direct Connect($),Config($),AppFlow($),Systems Manager($),Simple Workflow Service($),Step Functions($),CloudShell($),Elastic File System($),CodeArtifact($),Backup($),Migration Hub Refactor Spaces($),Location Service($),Refund($),Total costs($)
239,2023-11-25,259.8607261613,,129.456,67.9681471061,,53.1611090661,30.085359262,45.8710642739,1.477584,13.8384,29.617260678,13.4165245115,15.0641207485,7.68,1.974149355,2.7549182307,63.9136701847,2.232,1.9262627135,0.31236561,4.4965149756,2.0080646277,0.1587199992,0.267375,0.0991008,0.1674,0.0272892616,0.0221743008,0.010413768,0.0081071227,,0.003906,0.00021111,,,,,,9.555e-07,9.446e-07,,,,,,,,747.878940767
240,2023-11-26,260.5566381455,,129.456,68.0499189151,,56.3896966395,30.0853624008,49.3873400628,1.477584,13.8384,16.6198454463,13.4168558811,15.0640745138,7.68,1.9741493628,2.6242010858,19.2775749897,2.232,1.8174301201,0.22559475,1.0965400656,0.505066646,0.1587199992,0.1197375,0.0991008,0.1674,0.0532934907,0.0219743508,0.010924896,0.007934931,,0.003906,0.00021576,,,,,,7.391e-07,7.104e-07,,,,,,,,692.4174822021
241,2023-11-27,260.5991120554,,129.456,67.8960264793,,56.9631389988,30.0853632564,45.0192401147,4.084856528,13.8384,15.6154845241,13.4165200069,15.0641422517,7.68,1.9741493586,2.8148886582,2.1657720911,2.232,1.8187053556,0.14162784,0.8610696456,0.5137478493,0.1587199992,0.3196875,0.0991008,0.1953,0.0609944338,0.0223835508,0.009551844,0.0080561978,,0.003906,0.00020553,,,,,,9.586e-07,9.41e-07,,,,,,,,673.1181527689
242,2023-11-28,260.0595408082,,129.456,68.6285607386,,43.1145632232,30.0853617078,33.7669883274,1.477584,13.8384,15.5831139178,13.4168188812,15.0655475966,7.68,1.9741493604,3.3420506534,30.3662980547,2.232,1.9250033299,3.36814194,0.8955875256,0.506196874,0.1587199992,0.4498875,0.0991008,0.1674,0.0376392783,0.0452011008,0.0087185828,0.0085484208,,0.003906,0.00022041,,,,,,7.236e-07,9.436e-07,,,,,,,,677.7612506979
243,2023-11-29,260.2527874885,,129.456,67.9303040228,,37.2555201026,30.0853645393,24.8576969332,1.8491486408,13.8384,15.0668159137,13.4166357818,15.0654590487,7.64,1.9741493528,3.811227497,12.5020603317,2.232,1.8973426354,0.1137855,0.7779332256,0.5898601457,0.1587199992,0.5196375,0.0991008,0.186,0.0284857495,0.0272009508,0.008030364,0.00781588,,0.003906,0.00019251,,,,,,9.493e-07,7.104e-07,,,,,,,,641.6515825728
244,2023-11-30,260.5695798126,,129.456,68.4405040073,,48.8920104649,30.0853687928,30.2727608622,1.477584,13.8384,15.2748776944,13.4167228437,15.0647241482,7.68,1.9741493468,3.8859787383,2.098214667,2.232,1.9474226645,0.14326185,0.8956237956,0.5279193486,0.1587199992,0.5115,0.0991008,0.1674,0.0385110122,0.0287075508,0.007719,0.0075806019,,0.001953,0.00017298,,,,,,6.988e-07,7.141e-07,,,,,,,,649.1944693939
245,2023-12-01,257.443441103,3998.61,129.456,65.9763238621,1843.0015542546,41.9596926825,30.0005131431,42.574221942,3.4795627885,13.8384,14.8942880353,13.4165467848,15.055897912,7.68,1.910467116,3.234530088,54.8323768559,2.232,1.9294697423,0.14004591,0.80456646,0.1000486466,0.1536,0.676575,0.0991008,0.1953,0.0151156,0.04217385,0.0083235,0.0055113904,,0.0,0.0001488,,,,,,7.329e-07,9.428e-07,,,,,,,-129.01,6414.7557979428
246,2023-12-02,257.5149061687,,129.456,66.2614443354,,45.4393476441,30.0005136394,54.5925198493,1.477584,13.8384,15.0107692258,13.416488465,15.0560214816,7.68,1.9104671154,3.3553761353,99.8261631155,2.232,1.9189566167,0.15416145,0.84374364,0.0938444755,0.1536,0.6544875,0.0991008,0.2046,0.0393657287,0.02696835,0.00940602,0.0079850227,0.186,0.0,0.00015717,,,,,,9.555e-07,7.161e-07,,,,,,,,761.4603796207
247,2023-12-03,257.0919785581,,129.456,65.4193351807,,49.0104082102,30.0005142039,62.8996404149,1.477584,13.8384,14.3780200711,13.4162835052,15.0555990089,7.68,1.9104671172,2.5903504035,26.3092644168,2.232,1.8119645988,0.1401789,0.78596274,0.4476466073,0.1536,0.1011375,0.0991008,0.1953,0.0158003604,0.0223602,0.010857192,0.0081468871,,0.0,0.00014508,,,,,,9.586e-07,9.372e-07,,,,,,,,696.5580478519
248,2023-12-04,256.8982331284,,129.456,66.4250721084,,41.7776103945,30.0005124018,56.085610528,1.565106443,13.8384,14.4974809702,13.4166115016,15.0560442393,7.68,1.910467113,3.7468533448,7.7582176439,2.232,1.9695836671,0.17509854,0.9184152,0.6430947695,0.1536,0.6126375,0.0991008,0.1953,0.0123261808,0.0436944,0.00821934,0.0078659432,,0.0,0.00015252,,,,,,7.298e-07,9.41e-07,,,,,,,,667.1833103483
249,2023-12-05,256.8212359298,,129.456,66.4068155668,,38.6218568098,30.0005078213,42.1810014135,4.1150222647,13.8384,14.2140429699,13.4165227231,15.0570480091,7.68,1.9104671204,3.8927621026,50.6866732552,2.232,1.9813382867,0.1521759,0.87307491,1.3123061538,0.1536,0.7126125,0.0991008,0.1674,0.025437645,0.0512367,0.0080709314,0.0078595479,,0.0,0.00014787,,,,,,7.081e-07,7.175e-07,,,,,,,,696.0747186566
250,2023-12-06,256.5429720586,,129.456,66.4270619365,,45.948644044,30.0006408043,53.487222445,3.1861737642,13.8384,14.0755128729,13.4165359835,15.0609249973,7.68,1.9104671184,3.8542324523,26.1599451803,2.232,1.9954281903,9.94781754,0.84714744,0.6707004032,0.1536,0.7347,0.0991008,0.186,0.0100697074,0.0333063,0.00793662,0.0078743851,,0.0,0.00015717,,,,,,9.555e-07,7.105e-07,,,,,,,,697.9705738793
251,2023-12-07,256.6983839747,,129.456,66.1591234369,,42.1380524871,30.0006809075,53.2316580555,4.0341845953,13.8384,13.9709895904,13.4168260655,15.0571115273,7.68,1.9104671172,3.7414891024,0.167143798,2.232,1.9882436632,5.49266928,0.86274912,0.6498539772,0.1536,0.8544375,0.0991008,0.1767,0.0105309899,0.0365821,0.00780456,0.0079318111,,0.0,0.00014601,,,,,,7.329e-07,7.028e-07,,,,,,,,664.0728619049
252,2023-12-08,256.872900412,,129.456,66.592897496,,37.0346098402,30.0006826454,39.9038176792,5.0731660267,13.8384,13.3176065432,13.416287836,15.0613605485,7.68,1.9104671196,3.6906908944,0.1677976881,2.232,1.9555648531,0.0802869,0.69842649,0.6289707221,0.1536,0.7079625,0.0991008,0.186,0.0212604218,0.03343185,0.00802218,0.0083856333,,0.0,0.00016461,,,,,,7.112e-07,7.16e-07,1.7979e-06,,,,,,,640.8298649147
253,2023-12-09,255.9655077201,,129.456,65.4333359048,,42.8655656548,30.000683649,47.2269027753,1.477584,13.8384,14.266987759,13.4160836311,15.055718,7.68,1.9104671244,2.7723217216,0.2367265763,2.232,1.8603075211,0.20080746,0.99204888,0.3332782638,0.1536,0.2638875,0.0991008,0.186,0.0286939986,0.0230856,0.010816272,0.0077760547,,0.0,0.0001488,,,,,,7.298e-07,9.389e-07,,,,,,,,647.9938373353
254,2023-12-10,254.4987584376,,129.456,65.6879897307,,48.2266003222,30.0006890405,57.3844938929,1.4775840001,13.8384,13.5835144409,13.416546461,15.0556217311,7.68,1.9104671244,2.6458434714,5.4868511651,2.232,1.8031236757,0.13739634,0.83445015,0.3824059982,0.1536,0.1894875,0.0991008,0.1488,0.0195466252,0.02218815,0.01081962,0.0077278522,,0.0,0.00015252,,,,,,9.617e-07,7.143e-07,,,,,,,,666.3901607252
255,2023-12-11,254.7324113821,,129.456,65.8279432351,,44.1513497795,30.0006833053,58.891499367,3.714108147,13.8384,13.8601219058,13.4163735895,15.0593154872,7.68,1.9104671204,3.8223772329,27.5445576719,2.232,1.9324932759,0.1717617,0.89564322,0.7026190184,0.1536,0.8195625,0.0991008,0.1767,0.0251521508,0.07009245,0.007598844,0.0079147225,,0.0,0.00012648,,,,,,7.298e-07,7.046e-07,,,,,,,,691.1999748197
256,2023-12-12,255.1770900907,,129.456,66.370998202,,45.7386813577,30.0006822453,51.9228466284,3.2688685008,13.8384,13.579906147,13.4162270599,15.059355732,7.68,1.9104671234,3.9532287594,14.5927549719,2.232,1.94792533,10.72048758,0.85745649,0.5261525761,0.1536,1.1427375,0.0991008,0.1953,0.0437151341,0.03511735,0.0074723834,0.0076659264,,0.001302,0.00020367,,,,,,9.648e-07,9.439e-07,,,,,,,,683.9357454672
257,2023-12-13,255.5276630294,,129.456,63.9539280132,,42.8372676467,30.0006803221,46.6653937082,3.7078171939,13.8384,13.6192414798,13.4170467341,15.0587125328,7.68,1.9104671178,3.8930973931,0.1687416132,2.232,1.929041339,12.6410901,0.93282834,0.3481703848,0.1536,0.8776875,0.0991008,0.1581,0.0237354867,0.03088365,0.007704864,0.0079448261,,0.000651,0.00021948,,,,,,7.236e-07,9.444e-07,8.895e-07,,,,,,,661.1772171124
258,2023-12-14,255.5032027717,,129.456,63.4362941619,,47.7605432919,30.0006824114,51.2317054946,1.7572913857,13.8384,13.532470269,13.4163030236,15.0576320099,7.68,1.910467119,3.6192452082,0.1691204112,2.232,1.9300609435,11.85995148,0.91289658,0.3084590228,0.1536,0.7161,0.0991008,0.1581,0.043540668,0.0302581,0.007707096,0.0079181585,,0.001302,0.00016926,,,,,0.0,9.555e-07,7.122e-07,,,,,0.0,,,666.8305233346
259,2023-12-15,255.9309178756,,129.456,63.1568930974,,51.1907681914,30.0006837216,59.462545591,3.4807525077,13.8384,13.1961455425,13.4167428147,15.0571310641,7.68,1.910467115,3.632804768,0.1694450111,2.232,1.9685701553,2.78808606,0.86128158,0.3553835452,0.1536,0.7102875,0.0991008,0.1953,0.0378664224,0.0434619,0.007835808,0.0081264773,,0.001302,0.00015531,,,,,,7.267e-07,9.389e-07,,,,,,,,671.0420565239
260,2023-12-16,255.8265941908,,129.456,63.9724944604,,43.6173439696,30.0006835363,47.777177686,1.477584,13.8384,13.0992675364,13.4166881775,15.0559137725,7.68,1.910467118,3.3638931456,0.1695508992,2.232,1.9253477948,0.15613119,0.856812,0.2882847224,0.1536,0.7033125,0.0991008,0.1674,0.0269734149,0.0260895,0.009248292,0.0076503883,,0.001302,0.00019809,,,,,,9.555e-07,4.655e-07,,,,,,,,647.3155106057
261,2023-12-17,256.3315340392,,129.456,62.9865950734,,44.5543951369,30.0006823435,43.7192204329,1.169754,13.8384,12.7437524809,13.4162138626,15.0556587382,7.66,1.9104671208,2.719402487,0.1695508992,2.232,1.826885865,0.13995198,0.80781681,0.2213852985,0.1536,0.1987875,0.0991008,0.1953,0.0311768809,0.0230856,0.010713972,0.0076633924,,0.002604,0.00019524,,,,,0.0,7.236e-07,7.118e-07,,,,,0.0,,,641.6818953888
262,2023-12-18,256.8654934774,,129.456,63.2517769273,,42.4206963996,30.1814888981,45.0740140273,5.6791744645,13.8384,12.7247431577,13.4164459867,15.0573002131,7.68,1.910467118,3.6925964434,0.169914846,2.232,1.9838192221,8.66603016,0.8644566,0.3249087022,0.60372,0.750975,0.0991008,0.1767,0.0340215793,0.04023945,0.0086025,0.0080155428,,0.001302,0.00018873,,,,,,9.586e-07,9.372e-07,,,,,,,,657.2125941413
263,2023-12-19,259.2182365157,,129.456,65.0659442469,,38.9488460268,30.334483238,40.2135031358,5.95713091,13.8384,12.5691709996,13.4165374367,15.0563919251,7.8,1.9104671226,3.6499280963,0.1704817637,2.232,1.9573656601,11.6257533,0.86318867,0.293266895,0.1530541315,0.718425,0.0991008,0.1581,0.0284846884,0.0293724,0.0088672058,0.0094495902,,0.002604,0.00019524,,,,,,7.267e-07,7.135e-07,,,,,,,,655.7847504384
264,2023-12-20,262.3773220611,,129.456,67.1405255472,,50.1678521828,30.3344839739,51.5400319417,7.1052350567,13.8384,11.5818245644,13.4165805598,15.0582378045,7.64,1.9104671214,3.8474771096,0.1705876944,2.232,1.9617666027,10.07368839,0.66223932,0.3554018554,0.1536,0.737025,0.0991008,0.1581,0.0362194508,0.03844455,0.008580924,0.0080245781,,0.003906,0.00018594,,,,,0.00043524,7.205e-07,9.351e-07,,,,,,,,682.1137459241
265,2023-12-21,262.8052369216,,129.456,67.1160129942,,49.0863486331,30.3344839455,55.7642881307,6.6813979531,13.8384,13.0923881348,13.4165346541,15.0561826923,7.68,1.910467122,3.7576767299,0.1705876944,2.232,1.9624100323,13.09930482,1.09323573,0.328907463,0.1536,0.5847375,0.0991008,0.1674,0.0344170844,0.03352485,0.008894892,0.008300655,,0.003906,0.00021477,,,,,,9.586e-07,7.086e-07,,,,,,,,689.9759618696
266,2023-12-22,262.7330350441,,129.456,66.5636206059,,54.4948231338,30.3344766455,61.8151993513,7.6308599803,13.8384,14.7079636515,13.4165324061,15.0576323175,7.68,1.9104671232,3.5666447872,0.1705876944,2.232,1.929739649,5.72754543,0.85842933,0.3831843332,0.1646321831,0.6045,0.0991008,0.1488,0.0427815101,0.03465015,0.005391024,0.0060459388,,0.003906,0.0001878,,,,,,9.493e-07,9.372e-07,,,,,0.0,,,695.6171387755
267,2023-12-23,262.5459396678,,129.456,66.6057769092,,47.1174125562,30.3344374154,50.5992464601,1.477584,13.8384,12.0492778024,13.4162127572,15.0557687577,7.66,1.9104671208,2.8058379172,0.1705876944,2.232,1.9060404807,0.0,0.8300355,0.2538031909,0.1536,0.2197125,0.0991008,0.1581,0.0337310839,0.02220675,0.001575048,0.0029908234,,0.003906,0.00019431,,,,,,7.267e-07,9.315e-07,,,,,,,,660.9599472035
268,2023-12-24,262.5065995486,,129.456,66.0123386425,,41.5479226456,30.3344367737,38.7430199556,1.1436477277,13.8384,11.9504661004,13.4162499934,15.05570965,7.66,1.9104671202,2.6151802908,0.1705876944,2.232,1.8098680555,0.0,0.84947343,0.2030678156,0.1536,0.1209,0.0991008,0.1581,0.0117187924,0.021579,0.001599972,0.0032370626,,0.003906,0.00020733,,,,,,9.493e-07,7.104e-07,,,,,,,,642.0293860607
269,2023-12-25,262.2625636542,,129.456,66.3623014789,,50.3398004839,30.3344397308,50.7087491997,4.433025282,13.8384,11.7966475123,13.4162670961,15.0557613803,7.68,1.9104671202,2.6471114528,0.1705876944,2.232,1.8648680729,0.0,0.82576122,0.5133648545,0.1536,0.123225,0.0991008,0.1488,0.0123206578,0.0216999,0.001602576,0.0029032181,,0.003906,0.00018315,,,,,,7.267e-07,7.124e-07,,,,,,,,666.415458974
270,2023-12-26,261.7873407908,,129.456,66.6128595852,,42.2698763286,30.3344361622,40.3634774281,5.0131480196,13.8384,11.9464681132,13.4165642926,15.0573739291,7.68,1.9104671198,3.3075886747,0.1707073051,2.232,1.9448593872,0.0,0.85737192,0.4265392083,0.4167243148,0.4080375,0.0991008,0.1488,0.0366003087,0.04966035,0.0010498034,0.0034967159,,0.003906,0.00020175,,,,,,9.524e-07,9.404e-07,,,,,,,,649.7930577001
271,2023-12-27,261.6290666141,,129.456,67.2506074825,,37.5584456823,30.3344390307,35.7320706549,1.1731866652,13.8384,11.4933424732,13.4161430595,15.0573518303,7.68,1.9104671214,3.6816292783,0.1734999349,2.232,1.9240618566,0.0,0.83670918,0.314480912,0.1536,0.448725,0.0991008,0.1674,0.0297421385,0.030751,0.001022628,0.0032599433,,0.003906,0.0001878,,,,,,7.236e-07,4.674e-07,,,,,0.0,,,636.6295982767
272,2023-12-28,263.6431142488,,129.456,66.6326986638,,45.0516636507,30.3344437752,37.1486993158,1.046622,13.8384,10.9906064675,13.4162319602,15.0603510813,7.68,1.9104671226,3.5754203437,0.1789503602,2.232,1.9136463945,0.0,0.63482478,0.282340964,0.37866,0.4312875,0.0991008,0.1674,0.043558097,0.03996975,0.0010138314,0.0038754367,,0.003906,0.00019896,,,,,0.0,9.524e-07,9.353e-07,,,,,,,,646.1954533911
273,2023-12-29,266.5277363982,,129.456,67.7874117275,,41.601637614,30.3344528712,29.6864096455,1.260336,13.8384,22.1887006347,13.4168852217,15.0596294427,7.68,1.9104671202,3.4906368414,0.1802147235,2.232,1.9514683357,0.0,3.65011449,0.3664757698,0.1536,0.476625,0.0991008,0.1581,0.0344763855,0.0260895,0.001073592,0.0031833421,,0.003906,0.00017292,,,,,,4.855e-07,7.086e-07,,,,,,,,653.5753055698
274,2023-12-30,266.6691372397,,129.456,67.1776293102,,45.0451842137,30.3344544188,32.5307267037,0.430962,13.8384,12.3567080107,13.4167307812,15.0589994843,7.68,1.910467122,3.2595360092,0.1802170848,2.232,1.9336131721,0.0,0.9976587,0.2725519182,0.1536,0.43245,0.0991008,0.1488,0.0080410682,0.02614995,0.001200816,0.0039678458,,0.003906,0.00019059,,,,,,7.143e-07,9.334e-07,,,,,,,,645.6583848863
275,2023-12-31,266.4955589896,,129.456,67.2329192979,,49.2805502081,30.3344480414,37.3107197723,0.554094,13.8384,11.4975116974,13.4171939731,15.0587104898,7.68,1.910467122,2.8192216549,0.1802170848,2.232,1.8154686575,0.0,0.8255994,0.2165299505,0.1536,0.160425,0.0991008,0.1581,0.0105882226,0.0240435,0.001598856,0.0032192342,,0.003906,0.00016734,,,,,,7.205e-07,7.104e-07,,,,,,,,652.770360723
276,2024-01-01,266.3804277322,3891.22,129.456,68.2566741087,1801.0172826932,47.190149074,30.3344516928,49.3155280069,0.92349,13.8384,12.0792484855,13.41684677,15.0599556323,7.68,1.9104671226,3.0216042222,0.1802170848,2.232,1.9070687879,0.0,0.86445294,0.15909185,0.1536,0.416175,0.0991008,0.1581,0.0287532793,0.06752565,0.001276332,0.0002210144,0.93,0.0,0.0001488,,,,,,9.493e-07,6.991e-07,,,,,0.0,,-126.07,6232.2282587272
277,2024-01-02,266.7125502031,,129.456,68.6320624843,,45.8570459428,30.3344534315,47.6024707513,1.046622,13.8384,11.8969785493,13.4168283468,15.0603870078,7.7,1.9104671208,3.5429107665,0.1810083898,2.232,1.9666553373,0.0,0.84755112,0.3000276944,0.1536,0.5405625,0.0991008,0.1581,0.037870907,0.04008135,0.001116025,0.0015559168,,0.0,0.00013764,,,,,,9.524e-07,7.023e-07,,,,,,,,663.5665459392
278,2024-01-03,267.0266249527,,129.456,69.2169369593,,40.7729913284,30.3344482265,44.2087883336,0.985056,13.8384,11.7897550077,13.417131917,15.0622795309,7.68,1.9104671244,3.760986257,0.1837677299,2.232,1.9477648311,0.0,0.85178913,0.2559602169,0.1536,0.5475375,0.0991008,0.1488,0.0372938025,0.0350383,0.00110112,0.0035949014,,0.0,0.00013299,,,,,,7.205e-07,9.372e-07,,,,,,,,655.957348617
279,2024-01-04,267.512570572,,129.456,71.0506120774,,40.0008107523,30.3344634506,42.0041104985,0.92349,13.8384,11.7442332128,13.4167112587,15.0634603048,7.68,1.910467119,3.5870484437,0.1875785487,2.232,1.9418123164,0.0,0.8470266,0.3489123694,0.1536,0.5707875,0.0991008,0.3069,0.0380378343,0.0373146,0.001175892,0.0032894246,,0.0,0.0001953,,,,,,9.989e-07,7.362e-07,,,,,,,,655.2901106103
280,2024-01-05,267.9422053664,,129.456,71.7815462585,,37.0323585393,30.3344669602,40.2559273613,0.985056,13.8384,11.7670926915,13.4169952389,15.0610180813,7.68,1.9104671202,3.817932646,0.1921932896,2.232,1.9847629634,0.0,0.85768719,0.3335937649,0.37866,0.7068,0.0991008,0.3813,0.0241246443,0.0625455,0.001278936,0.0037069898,,0.0,0.00021576,,,,,,1.0113e-06,9.694e-07,,,,,,,,652.5374380823
281,2024-01-06,267.9848138403,,129.456,72.2694454976,,37.517132236,30.3344659561,39.2719661584,0.92349,13.8384,23.2384207539,13.4167064099,15.0592497913,7.68,1.9104671202,3.2705774739,0.1939200888,2.232,1.9221634906,0.0,3.83545698,0.2567766479,0.1527075644,0.448725,0.0991008,0.3813,0.00947441,0.0266289,0.001502508,0.0051671479,,0.0,0.00020925,,,,,,1.0082e-06,9.711e-07,,,,,0.0,,,665.7362700045
282,2024-01-07,268.0371705337,,129.456,72.906678746,,43.3391916784,30.334465196,42.9959161,0.861924,13.8384,11.1821243574,13.4170386053,15.0590468571,7.68,1.9104671232,2.7904991936,0.1939200888,2.232,1.8563213565,0.0,0.69347616,0.1900163622,0.1536,0.151125,0.0991008,0.3627,0.0112508109,0.02451315,0.001694832,0.0059667539,,0.0,0.00019902,,,,,,1.0113e-06,4.892e-07,,,,,,,,659.7848082255
283,2024-01-08,267.8932478361,,129.456,73.0443056513,,38.1766755551,30.3344635553,41.0326444752,1.2645964601,13.8384,12.3087547676,13.4168611021,15.0594828112,7.68,1.9104671208,3.7520922678,0.1941054613,2.232,1.965071567,0.0,0.98645964,0.3500967981,0.1536,0.5382375,0.0991008,0.3069,0.0286975873,0.04851645,0.001191516,0.0040305399,,0.0,0.00019065,,,,,,7.825e-07,9.694e-07,,,,,,,,656.0761918641
284,2024-01-09,268.2668574283,,129.456,69.2022493848,,32.2725293181,30.3344949035,37.562619935,2.4607193502,13.8384,11.5520495521,13.4173489763,15.0643782501,7.06,1.9104671214,3.7908840517,0.1941985979,2.232,1.9676301477,0.0,0.79647738,0.3610581694,0.1516357938,0.6335625,0.0991008,0.2139,0.0074646501,0.0362451,0.001213092,0.0044496154,,0.0,0.0001953,,,,,,1.0113e-06,9.711e-07,,,,,,,,642.8881314002
285,2024-01-10,268.5759620139,,129.456,66.6334478025,,33.1695454968,30.3345092485,38.0216833718,2.2116686514,13.8384,11.9198498375,13.4165206455,15.0617024747,6.72,1.910467119,3.8630211358,0.1954191515,2.232,1.9711563511,0.0,0.90683025,0.3830866534,0.1536,0.6103125,0.0991008,0.3534,0.0063322273,0.0705807,0.00121272,0.0034039251,,0.0,0.00030411,,,,,,1.0051e-06,9.694e-07,,,,,,,,642.1195191603
286,2024-01-11,268.3683225605,,129.456,66.6621352458,,32.274398209,30.3345156153,37.6108588541,3.9167975392,13.8384,11.9875809314,13.4170227259,15.0596974703,6.72,1.9104671196,3.5079526075,0.1966493093,2.232,1.9625359846,0.0,0.85479954,0.3789555597,0.1536,0.555675,0.0991008,0.3627,0.0077280348,0.0403836,0.001174404,0.003280333,,0.0,0.00025575,,,,,0.0,1.0113e-06,7.446e-07,,,,,0.0,,,641.9129889499
287,2024-01-12,268.1297952988,,129.456,66.963014957,,35.4672709343,31.002159403,40.3263696017,2.5844707764,13.8384,12.1121730604,13.4169900832,15.0642871591,6.72,1.9104671178,4.2453831447,0.205172999,2.232,1.973187044,0.0,0.86558568,0.3294111497,0.1525405529,0.8846625,0.0991008,0.3441,0.0068520577,0.06308955,0.001109304,0.0037798441,,0.001302,0.00031713,,,,,,7.763e-07,7.133e-07,,,,,,,,648.3989936374
288,2024-01-13,268.2384317199,,129.456,66.1195758837,,34.9544130175,31.3359745476,40.4399902284,1.477584,13.8384,12.0086782475,13.4170195215,15.0584460034,6.72,1.9104671184,2.9293374003,0.2144884114,2.232,1.8962012856,0.0,0.62734758,0.2826278922,0.1536,0.2452875,0.0991008,0.186,0.009250339,0.0236436,0.001676976,0.003899298,,0.001302,0.00029202,,,,,,1.0051e-06,7.429e-07,,,,,,,,643.8810371384
289,2024-01-14,267.6305401099,,129.456,66.7328426842,,36.1333222722,31.3359758062,40.9772439757,1.2286856039,13.8384,12.4206660493,13.4165347389,15.0583858295,6.72,1.9104671148,2.7210453487,0.2144920344,2.232,1.847021994,0.0,1.05964413,0.1989420072,0.1536,0.1569375,0.0991008,0.3441,0.0112855913,0.0229461,0.00167772,0.0033068065,,0.001302,0.00026226,,,,,,1.0051e-06,9.677e-07,,,,,,,,645.9267304495
290,2024-01-15,267.846914136,,129.456,66.378626764,,41.3764455984,31.3359797972,42.1249781613,4.1112471435,13.8384,11.3247908788,13.416808119,15.0628099935,6.72,1.910467119,3.4551036291,0.2144920344,2.232,1.9287270814,0.0,0.83624883,0.3157499011,0.1536,0.3568875,0.0991008,0.3813,0.0070876401,0.1393542,0.001319484,0.0031629567,,0.002604,0.00028551,,,,,,1.0113e-06,9.711e-07,,,,,,,,655.0304932599
291,2024-01-16,267.6709315797,,129.456,67.0263275754,,37.9499939813,31.3359795745,34.3384763624,2.2258255409,13.8384,11.8523650925,13.4169068443,15.0603258217,6.72,1.9104671174,3.4877260067,0.2144920344,2.232,1.9681070017,0.0,0.90659031,0.3320723092,0.1536,0.4777875,0.0991008,0.3441,0.0099480522,0.03718905,0.001187052,0.004577638,,0.002604,0.00031056,,,,,0.0,7.825e-07,7.412e-07,,,,,0.0,,,643.073393328
292,2024-01-17,267.8247745582,,129.456,66.3954105979,,34.1827918772,31.3359760892,33.3878449896,2.9219624745,13.8384,12.425730425,13.4170878823,15.0634902324,6.72,1.910467128,3.7164830581,0.2144937136,2.232,1.9682347305,0.0,0.84579063,0.3149553714,0.1536,0.5196375,0.0991008,0.186,0.0075130553,0.0412578,0.001113768,0.0026479087,,0.002604,0.00020919,,,,,,9.586e-07,9.408e-07,,,,,,,,639.1855796793
293,2024-01-18,268.114611968,,129.456,66.8509882524,,38.281167017,31.3359751971,35.5655960009,3.8017205779,13.8384,12.4185627276,13.4171804609,15.0602543791,6.7,1.9104671274,4.0432019822,0.2144962512,2.232,1.9781330168,0.0,0.77239131,0.3645256331,0.1536,0.741675,0.0991008,0.1674,0.0069796626,0.0381237,0.001118604,0.0033058965,,0.003906,0.00019152,,,,,,7.236e-07,9.334e-07,,,,,,,,647.5710747417
294,2024-01-19,268.5377410497,,129.456,66.2967786095,,44.9506655251,31.3359740989,39.1782737816,3.949290221,13.8384,11.5757188665,13.417217507,15.0596979768,6.72,1.9104671318,3.9243093139,0.2144962512,2.232,1.9657317929,0.0,0.78659799,0.313890782,0.1536,0.602175,0.0991008,0.1488,0.0078602501,0.0321159,0.00109368,0.0028922893,,0.003906,0.00018966,,,,,,9.524e-07,7.086e-07,,,,,,,,656.7149861383
295,2024-01-20,268.7016597459,,129.456,66.519562401,,43.1610674008,31.3359736943,39.3015260533,1.477584,13.8384,12.4267023308,13.4167506104,15.0592884195,6.72,1.9104671312,3.0908928046,0.2144962512,2.232,1.9052239433,0.0,1.02965163,0.2822351147,0.1536,0.392925,0.0991008,0.2697,0.0092026513,0.02501535,0.001320228,0.0028487887,,0.003906,0.00024825,,,,,,9.772e-07,4.837e-07,,,,,,,,653.0373500599
296,2024-01-21,268.5825677356,,129.456,65.7192475848,,43.1472649031,31.3359706489,39.18703155,1.477584,13.8384,11.6483676758,13.42263257,15.0590252805,6.72,1.9104671326,2.62937439,0.2144962512,2.232,1.8188631622,0.0,0.85407972,0.1942447382,0.1536,0.1360125,0.0991008,0.3627,0.0119006434,0.02246715,0.001684788,0.003541781,,0.003906,0.0002436,,,,,,5.165e-07,4.892e-07,,,,,0.0,,,650.242775611
297,2024-01-22,268.6283415382,,129.456,66.2095697807,,40.8837833345,31.3359759807,36.564319268,4.6175602946,13.8384,12.745193991,13.4168273756,15.0591215062,6.72,1.9104671192,2.8622752222,0.2144962512,2.232,1.8260845394,0.0,1.1143086,0.2140974681,0.1536,0.35805,0.0991008,0.2232,0.0100646755,0.06896715,0.001382724,0.0029865341,,0.001953,0.00017385,,,,,,5.072e-07,4.778e-07,,,,,,,,650.7683019882
